"","Country_Standard","OZONERAW","PM10RAW","INDOORRAW","NLOADRAW","OVRSUBRAW","HARVESTRAW","AGSUBRAW","MORTALITYRAW","ENEFFRAW","CO2GDPRAW","RENPCRAW","OVRFSHRAW","WATSUPRAW","ACSATRAW","PWIRAW","PACOVRAW","WATAVL","NOXKM","SO2KM","VOCKM","COALKM","CARSKM","FOREST","TFR","EFPC","U5MORT","DISCAS","DISEXP","GASPR","ENEFF","ISO14","CO2GDP","CO2PC","WIND","DRY","WET","HOT","COLD","SST","VOLCANO","EARTHQK","TSUNAMI","SLIDES","LAND","DISP","ISOL","RELIEF","BORD","IMBAL","OPEN","MIG","ENDEM","INTRO","ENDANG","EXTINCT","FRAG","FARM","FERTL","BIOTECH","PRDOF","SULPH","MINING","VEH","POPDN","TOUR","CSTPOP","AGRMT","CLMCHG","FERTCON","LIFEEXP","SECENR","CULTOT","PRODHA","MTCATCH","CATCHSC","LANDAREA","WATICEAREA","TOTALAREA","INDOOR","ECORISK","PRTBRD","PRTMAM","PRTAMPH","ANTH10","ANTH40","ACEXC","GR2050","WATSTR","FORCERT","UND_NO","WATSUP","PRAREA","RENPC","PECR","ENROL","LOW","VEG","VEGLO","DEG","RESRV","WATER","POPGRTH","CROPLAND","FORESTAR","POPCOAST","CHLDIMM","URBANPCT","INVEST","MODPCT","CULPCT","CEREAL","STARCH","SUGARS","OILNUTS","PULSES","FRUIT","MEATS","DAIRY","FPPCT","FSPCT"
"73","Croatia",45.12,36.83,3,47.17,0,1.07,0,0.3,7695.64,240.26,12.49,4,81.4008771929824,67.1454545454545,1.06,0.08,33.59,0.18,1.87,1.5,2.64309392265193,25.62,0.1,1.3,2.76,8,0,0,1.46,7.8,1.14,240.26,4.59,432.595525354967,-55,40,141.514044058385,91.8869434940714,13.736,0,0,0,0,55920,140.343347639485,0,1830,5,-0.0556503160217282,203.898426323319,0.983547925608011,0,0.125178826895565,0.786838340486409,0.0178826895565093,0.624629737420906,2303.34971602289,4151.68097281831,0,360526.689684294,1.46012160228898,165.347246065808,17.1976931330472,79.9892703862661,84.257272293753,30.3159334763949,95,1.1308,1776.2,72.76,90,1598,4.4,0.36,7,56405.68,1684.03,58089.71,3,100,1.79,11.84,10,1.65,6.91,4.69,-14,1.45,100,12,80.2409375,6.9,18.62,98,32.58,0,30.4293333333333,0,100,7.4,2.01592,1.21259646874422,28.38,31.9,38,92,57.32,23.74,66.4,28.6,99,99,93,73,78,75,96,79,86,100
"74","Haiti",53.41,49.89,82,59.5,1.56,111.58,0,13.33,1821.94,135.63,9.55,3,71,34,1.13,0.27,1.55,0.3,0.34,1.79,0,5.76,-5.7,4.7,0.62,123,13.35,0.96,0.89,1.87,0,135.63,0.18,186.417796319018,-36,25,0,6.02182082324455,3.932,0,0,0,0,27560,84.7968069666183,600,2680,7,-0.0388000813228202,29.3541364296081,0.90711175616836,61175.6168359942,0.145137880986938,1.99564586357039,0.435413642960813,0.150943396226415,2807.97500798258,297.169811320755,0,794831.324078437,0.13933236574746,88.0357837445573,1.1933236574746,298.33091436865,657.701573397486,297.137590711176,56,0.048749,173.21,53.57,71.6473988439306,968,4,1.68,34,27229.68,40.81,27270.49,82,63.62,18.67,133.33,92,0.2,1.39,0,97,9.47,0,49,71,0.3,10.23,70.44,25.332323943662,25,0.8,-3.49,100,0.3,8.09917,1.40585425586361,33.019,3.2,100,32,35.08,8.23,56.5,35.1,39,100,89,38,94,100,79,56,74,21
"75","Hungary",44.59,37,5,68.52,24.54,1.77,17.45,0.57,6909.46,271.77,0.24,4.32624113475177,99,95,19.26,0.53,11.61,2.19,5.31,1.87,1.52,31.1,0.4,1.27,3.26,9,0.04,0.13,1.54,7.33,4.68,271.77,8.3,457.381271081942,-34.2,26.4,308.559016565378,151.552047775184,8.23519272108843,0,0,0.297734705555556,0,92340,23.5109378384232,0,936,7,0.07288927129776,271.464154212692,0.487329434697856,411.522633744856,0.379034004764999,0.573965778644141,0,2.03811999133637,5929.10024842972,4536.50638943037,0,616860.446235162,10.7751786874594,0,25.975785141867,108.685293480615,168.88672298029,0,132,1.561,891.32,70.55,106,5298,4.2,3.22445859872611,40.343949044586,92046.39,131.84,92178.23,5,100,3.9,10.84,0,0.12,11.13,4.93,-25,0,10.25,0,99,8.9,0.26,96,40.01,65.2173913043478,8.2,0.52,65.2173913043478,7,104.333,-0.323774584163638,54.635,19.9,0,100,63.8,23.67,37,57.4,100,100,100,100,100,100,100,100,100,8
"76","Indonesia",50.99,101.54,63,5.15,0.22,1.32,0.96,2.96,6485.1,351.54,4.61,4,78,52,15.09,0.97,11.5,0.81,0.36,1.65,0.75,5.01,-1.2,2.57,0.98,43,1.01,0.68,0.44,6.18,0.36,351.54,1.28,236.799171729793,-6.4,9.6,2.45831663437054,8.98653986330722,5.578,962.700861683512,4,0.220632,3.86405162372969,1811570,54.1027948133387,30,5030,5,-0.00160884981275932,34.6826233598481,0.0204242728682855,10239.7368028837,0.0231843097423782,0.421181626986537,0.00331204424891117,0.191469278029554,403.593486997466,1573.66483216216,0,181025.302067486,0.440270042007761,0,1.4050155390076,117.084628250633,2.7023521034241,112.284158492357,68,0.33299,1372.8,65.41,61,38307,2,1.61,32,1897811.61,9669.02,1907480.63,63,69.59,7.45,32.17,9.71,39.95,1.33,8.15,41,1.02,0.09,6,78,12.5,3.87,100,14.58,49.2462311557789,64.6,-0.96,37.2978612415232,10.1,2.6198,1.62540776329441,17.105,55.4,96,91,39.84,23.48,21.9,21.1,91,100,99,100,98,100,99,54,93,100
"77","India",52.06,88.83,81,188,33.53,11.82,-1.63,8.54,4571.4,621.43,5.31,6,86,30,10.31,0.57,1.94,0.52,1.15,3.19,2,4.08,0.1,3.06,0.76,90,2.81,0.79,1.08,4.73,0.22,621.43,1.05,184.101036892043,-127.6,48.8,20.8923767255553,10.2911760515853,5.594,0,1,0.0582038,3.69972991971586,2973190,10.5220318916719,0,8598,8,-0.222656897247172,19.9233819567535,0.0285888221068953,1820.2671205002,0.010762850675537,0.154379639377235,0.00235437358527373,0.829378546275213,455.237431849293,5084.32020826116,22,38718.7936356388,2.18093361002829,6.72678167221066e-05,1.36373659268328,340.93414817082,657.701573397486,155.167397706769,94,0.25779,999.99,63.14,53,185600,2.3,1.6,32,3208099.12,9827.09,3217926.21,81,93.7,7.78,27.22,28.21,3.82,4.63,0,50,80.37,0,21,86,5.2,5.23,100,10.49,0,20.5,0.01,58.4732340829902,4.4,39.6637,1.576653631078,57.009,21.6,26,81,28.08,23.05,26,62.4,100,100,100,100,100,100,100,100,100,100
"78","Ireland",44.96,22.64,0,43.13,0,5.1,0.79,0.32,4014.35,108.76,1.86,5,100,100,3.18,0.11,13.72,1.9,1.99,1.48,1.14,25.48,3,1.98,4.97,6,0.04,0.554934210526316,1.48,4.16,0.75,108.76,12.02,389.673965443449,-53.2,38.2,29.3778227223009,32.0520138521561,7.036,0,0,0,0,68890,98.6645376687473,400,1041,3,-0.100406678311864,750.631441428364,0.682247060531282,0,0.362897372623022,0.130643054144288,0.0145158949049209,1.34272027870518,2117.70009812745,10413.9642908985,4,113027.00992591,1.30468863405429,0,14.7272463347365,54.1442879953549,92.8775342333188,54.0901437073596,142,2.6023,5026.1,76.02,107,2288,7.1,6.59,73,69473.98,422.41,69896.39,0,0,0.7,24,0,0.1,8.23,54.16,16,0,66.46,1,100,1.3,1.94,100,47.53,45.5882352941176,3.6,2.62,0,0.9,2.40816,1.14769687698252,19.713,9.6,100,65,58.78,18.68,63.6,33.2,92,88,100,13,66,7,100,100,71,100
"79","Iran (Islamic Republic of)",55.07,71.25,2,476.3,25.34,0.13,0,1.45,13047.64,802.44,1.7,4,93,84,10.68,0.63,1.49,0.12,0.49,0.98,0.04,0.94,0,2.5,1.85,41,2.2,0.74,0.11,12.68,0.22,802.44,4.67,414.514059618539,-26.8,8,140.780518192683,72.5332027017111,12.69,0,5,0,1.23304562268804,1622000,6.98520345252774,0,5699,11,0.174762932288681,10.7558569667078,0.0487053020961776,25.2774352651048,0.0178791615289766,0.0351418002466091,0,0.103057953144266,0.294546239210851,657.829839704069,0,188500.483145651,0.760505548705302,77.3268431393342,1.25219482120838,41.7398273736128,0.635224003288122,27.4716095076401,66,1.2816,649.24,70.67,78,23879,3.2,3.92,59,1590351.27,13833.55,1604184.82,2,7.6,4.02,15.71,21.05,18.4,1.8,0,43,87.3,0,5,93,6.5,1.38,86,9.91,17.3431734317343,3.3,-1.76,58.1508515815085,5.1,54.4981,0.776183824000487,11.592,4.5,24,96,61.08,14.81,77.3,14.7,74,100,86,66,100,100,95,95,89,43
"80","Iraq",45.55,177.9,2,65.05,25.96,0.5,0,8.32,25242.29,365.719382022472,0.31,7,81,80,2.95,0.2,3.34,0.31,0.58,2.88,0,2.36,0,5.01,2.54724137931034,125,0,0.47,0.03,8.20536144578313,0,366.078314606742,3.29,1520.92055913979,-8.4,1.2,36.52,265.246347826087,15.426,0,0,0,0,437370,8.58540823559,0,3600,6,0.07288927129776,1877.38031268493,0.116606077234378,9.14557468504927,0.0342959050689348,0.0617326291240826,0,0.108375060017834,0.136247524978851,772.663877266388,0,10137.4659806356,0.903811418249994,1403.23844799598,1.90259962960423,52.8499897112285,0.116606077234378,125.481428571429,51,0.86795,653.46,58.59,43,5954,2,1.62,32,426753.71,2200.83,428954.54,2,0.27,6.4,13.58,16.67,9.51,2.08,0,124,86.21,0,27,81,0,0.51,100,13.57,50,0,0,78.5876993166287,0.1,121.591,2.89459819329282,12.667,1.8,6,92,73.87,20.5970138888889,59,13.6,74,79,21,22,97,100,96,87,72,100
"81","Iceland",44.5,20.77,0,2.12,0.92,0,24.26,0.22,15716.04,67.69,71.37,7,100,100,12.96,0.94,301.37,8.76,3.85,2.8,1.32,63.08,2.2,1.99,2.54724137931034,4,0,0.07,1.9,15.61,0.36,67.69,7.69,626.196574510219,-21.8,57.8,156.582016388071,105.153719682696,7.244,2244.38902743142,1,0,0,100250,84.8478802992519,1000,2119,0,-0.0953891590946813,26.4339152119701,0.349127182044888,9.97506234413965,0.0598503740648379,0.0598503740648379,0.00997506234413965,0.126493765586035,45.0421733665835,205.226932668329,0,18680.9042594065,0.0939650872817955,0,1.2977855361596,2.80299251870324,2.48628428927681,2.80018952618454,111,2.8017,32133,79.05,114,24,2.3,12.65,92,91116.36,8774.67,99891.03,45.1656050955414,0,0,63.64,13.036936416185,86.88,0.41,0,22,0.24,0,1,100,4.7,70.73,92,48.66,53.4246575342466,0,0,51.9607843137255,9.5,0.0941176,0.557595932914805,0.05985,0.3,100,98,92.32,18.81,58.1,0.2,0,40,31,1,19,0,100,100,36,100
"82","Israel",45.26,51.83,0,409.61,75.29,0.45,18.63,0.26,5779.68,154.62,0.07,6,100,67.1454545454545,24.99,0.55,0.62,0.76,3.31,2.34,11.2,83.32,4.9,2.93,3.97,6,0.09,0.35,1.48,5.88,0.87,154.62,10.45,224.817418994251,-40.6,7.8,133.36361797997,9.1858577444736,11.168,0,0,0,0,20620,59.262851600388,0,1616,7,-0.0972242031586724,1882.15324927255,1.98836081474297,242.483026188167,3.6372453928225,1.93986420950533,0.1454898157129,0.781522793404462,644.330324927255,7629.48593598448,0,45423.9775373237,17.9641125121242,0,62.7127061105723,301.503394762367,99.9272550921436,292.957170731707,74,2.5838,3410.3,77.51,93,543,4.8,0.94,19,21878.11,54.12,21932.23,0,34.94,6.67,12.93,0,0.67,21.65,0,56,97.62,0,1,100,19.1,0.01,91.0238414634146,52.67,57.1428571428571,0,0,0,15.5,90,1.6369662474022,21.193,6.4,97,92,91.1,19.91,58.8,26.3,7,100,5,41,100,100,84,97,67,6
"83","Italy",46.18,32.81,0,371.62,17.68,0.6,5.91,0.28,5089.52,96.74,6.82,5,94.1,100,10.98,0.63,2.14,4.63,2.56,5.1,1.71,144.98,0.3,1.29,3.26,6,0.24,0.31,1.72,4.76,2.05,96.74,8.01,620.149410149887,-45.2,19.6,149.023640843701,67.2382513249773,11.22,2002.99258654696,1,0.108389,3.40066653064001,294060,37.9453172821873,0,4807,13,0.116777251361022,890.583554376658,0.2210433244916,2475.68523430592,0.19043732571584,0.3230633204108,0.00680133306128001,1.6439842209073,2363.73274270557,8435.11188192886,273,69469.3999317144,6.67646058627491,0,103.855791335102,194.851390872611,127.673490670838,154.127450180235,206,2.0833,2222.6,78.26,99,11514,3.5,1.52,30,299286.24,231.94,299518.17,0,72.65,2.14,15.56,16.67,0.53,17.76,17.94,-10,32.1,0.7,1,94.1,11.2,7.17,100,35.1,54.9763033175356,20.4,0.09,28,7.3,29.7946,0.0789425371445736,37.509,34,79,60,66.92,16.66,46.9,39.2,86,72,99,73,100,100,85,68,85,35
"84","Jamaica",46.08,54.32,47,9.65,0,3.16,0,1.48,15397.83,548.6,1.33,3,93,80,58.52,1,3.49,2.8,8.95,2.98,0.12,17.81,-1.5,2.42,2.15,20,2.79,1.01,0.85,13.66,0.1,548.6,4.18,89.0791426500477,-312.4,6.6,0,0,3.908,0,0,1.11732,0,10830,82.6408125577101,640,2256,8,-0.0343249020157055,367.86703601108,2.21606648199446,92243.7673130194,0.738688827331487,22.1606648199446,0.738688827331487,1.75438596491228,1398.09048938135,2150.50784856879,0,496338.074135014,9.33518005540166,957.065584487535,9.7786703601108,238.504155124654,107.294552169898,238.504155124654,68,1.1391,1258.6,74.69,84,315,16.6,0.47,9,11060.19,0,11060.19,47,75.76,10.62,20.83,80.95,0.13,17.2,0,39,5.11,0,9,93,15.9,1.46,99,16.44,100,35.6,-7.45,100,0.1,9.57447,0.488070784023306,25.3,30.1,100,88,55.62,31.64,53,29.1,1,100,100,82,95,100,57,37,71,20
"85","Jordan",45.29,76.97,10,440.61,75.02,8.58,17.32,0.81,10528.27,540.61,0.19,5,91,93,14.65,0.96,0.37,3.49,2.71,1.42,0,16.23,0,3.67,1.39,33,0.26,0.95,0.85,9.78,0.73,540.61,3.09,372.166665750568,-12.8,1.2,148.244515777259,30.5690733265705,8.258,0,0,0,0,88930,18.6888564039132,0,2142,5,0.293296310293325,63.5556055324412,0.483526369054312,0,0.123692792083661,0.224895985606657,0,0.0746654672214101,0.700649274710446,228.04452940515,0,94519.7916666667,1.19037445181604,172.816576183515,3.74957832002699,74.9915664005398,15.1467446306083,716.3,62,0.8395,890,71.07,86,492,4.8,1.65,33,88361.82,55.61,88417.43,10,10.76,5.67,12.68,0,46.61,1.65,0,80,81.2,0,6,91,10.9,0.22,100,28.62,17.6470588235294,0,-2.5,31.5789473684211,3.3,140,3.09716950708243,4.3855,1,29,93,73.64,27.11,41.1,5.5,6,99,0,62,100,95,90,79,66,0
"86","Japan",48.28,33.17,0,12.76,5.62,0.44,22.28,0.29,6248.47,56.88,6.16,7,100,100,24,1,2.62,5.59,2.26,5.1,9.62,197.11,-0.109028571428571,1.28,3.91,5,0.57,1.3,1.49,6.07,4.03,56.88,9.54,381.174888356721,-70.2,62.2,79.0593360282771,34.7090334972974,8.89,3566.87559757782,4,0.930393,7.96770423881865,376520,77.0742590035058,180,3780,2,0.17125,1144.94316370976,0.164665887602252,5686.28492510358,0.183257197492829,0.427600127483268,0.0371826197811537,3.0712843939233,2199.76869260597,5019.12249017316,76,18374.4289889539,5.74235100393073,0,125.52937958143,336.539891639222,11.775381564503,324.087915648571,114,2.2821,3857,80.54,102,15042,3.7,3.71,57,371705.29,7824.78,379530.08,0,49.7,14,19.68,36.36,1,21.96,10.99,-21,13.87,0.81,1,100,14,4.87,91.0238414634146,47.7,0,58.2,-0.05,0,6.8,21.2558,0.175176643257522,13.027,64,96,94,78.66,28.35,35.2,40,25,79,78,20,84,60,68,80,62,55
"87","Kazakhstan",43.87,26.75,51,731.67,20.14,0.07,0,4.35,21142.82,1436.89,4.64,4.32624113475177,86,72,4.29,0.44,9.54,0.29,0.58,0.46,1.19,2.2,2.2,2.03,3.75,76,0.03,0.13,0.57,22.63,0.05,1436.89,7.76,343.242240578675,-7.2,36,77.6058665786044,52.5772330687518,21.754,0,0,0.297734705555556,0,2670730,4.49764671082438,0,7127,6,0.07288927129776,3.0999015250512,0.0250867740280747,1.49771785242237,0.00187214731552796,0.0175981847659629,0,0.0409813047369071,30.2177645138221,45.1337274827482,0,616860.446235162,0.790944797864254,0.000656000419360999,0.382685258337608,6.07436917996203,0.156511515578138,1.28981448763251,33,2.3787,42.17,64.64,92,48822,0.8,1.8,36,2619353.45,32021.78,2651375.22,51,40.92,3.79,9.55,9.09,55.55,0.39,0,-1,57.14,0,22,86,2.9,4.21,100,30.92,36.0795454545455,22.9,1.93,17.3913043478261,2.7,44.6552,-0.0114980810336225,11.283,4.6,4,96,56.4,13.29,74.1,18.3,100,99,55,89,100,100,100,99,93,100
"88","Kenya",15.77,43.96,85,269.37,13.86,3.75,0,13.87,4641.65,258.31,26.22,6,62,48,16.63,0.7,2.65,0.22,0.16,2.32,0.01,1.81,-0.5,5,1.08,122,0.66,0.86,1.15,4.62,0.03,258.31,0.31,310.469451162629,-64.6,20,6.41539534191751,56.8976761727551,7.86,0,0,0,0,569140,11.6895667146923,0,5199,5,0.223517120842903,6.62578627402748,0.100151105176231,571.037003197807,0.0456829602558246,0.370734792845346,0.00175703693291633,0.112098956320062,30.5625241592578,214.428787293109,0,31440.9856893084,0.108602452823558,0.410830835998173,0.528516709421232,52.8516709421232,1.5813332396247,7.19798488664987,73,0.071726,333.25,51.02,33,6768,3.3,5.57,68,579617.08,879.74,580496.82,85,2.17,2.83,13.93,5.26,45.95,0.31,0,54,1.09,0,37,62,12.3,26.11,100,3,23.4375,18.5,-0.26,30.5172413793103,6,10.1485,1.40457887452673,7.9418,30,8,32,32.2,14.98,42.7,11.9,75,100,99,47,100,100,97,100,90,100
"89","Kyrgyzstan",47.62,40.94,96,163.46,20.5,0.08,0,2.97,20966.69,580.11,68.84,4.32624113475177,76,60,40.54,0.8,6.14,0.08,0.27,0.77,0.13,1.23,2.6,2.59,1.1,61,0.02,0.06,0.64,26.83,0,580.11,0.94,343.242240578675,-12.8,12.8,77.6058665786044,52.5772330687518,8.23519272108843,0,0,0.297734705555556,0,191800,20.2189781021898,0,7307,4,0.07288927129776,4.25964546402503,0.166840458811262,60114.7028154327,0.224191866527633,0.0834202294056309,0,0.0964546402502607,42.8762137643378,163.451511991658,0,616860.446235162,0.112627593760471,0,0.823424400417101,25.7320125130344,657.701573397486,0,22,0.42154,229.63,67.05,92,2382,3,3.22445859872611,40.343949044586,185317.14,5789.53,191106.67,96,55.57,4.59693333333333,8.43,0,18.23,1.08,0,62,93.62,0,7,76,3.6,46.68,100,41.1,0,14,0,2.02020202020202,3.5,21.7223,1.44652450359961,7.4296,5.2,0,98,33.62,9.85,79,12.4,94,100,75,90,100,100,100,98,95,100
"90","Cambodia",34.21,68.6,100,11.21,0,2.53,0,13,290.69,31.08,6.76,5,34,16,50.46,1,45.74,1.31,0.18,2.73,0,0.09,-0.6,4.5,1.03,138,4.08,0.91,1.03,0.3,0.04,31.08,0.04,285.919053240741,-69.8,73,2.6091673329526,7.14539885714286,5.946,0,0,0,0,176520,20.9551325628824,0,1810,3,0.147899201984909,7.09268071606617,0.186947654656696,5.66508044414231,0.0226603217765692,0.487196918196238,0,0.202634262406526,1456.32851348289,43.1339225016995,0,140375.939717454,0.103161114887831,4.63730795377294,0.316338092000906,63.2676184001813,1.57489236347156,23.5845962732919,61,0.012411,21.62,53.84,25,3964,1.6,1.02,20,179559.26,2855.38,182414.65,100,82.76,6.19,19.51,6.98,14.08,0.24,0,104,0,0,38,34,23.7,4.39,100,2.84,0,65.1,-1.6,48.8888888888889,15.8,0.431321,2.2861775654819,21.567,52.9,24,68,15.56,15,52.7,22.5,100,100,87,79,100,100,100,51,90,100
"91","Kiribati",47.31,58.1812138728324,44.31875,16731.0132727273,13.5706060606061,7.94425925925926,0,6.56508379888268,8519.64067039106,115.65,0,3,64,39,16.0172375690608,0,27.1595973154362,0,2.02892617449664,3.68503225806452,0,42.1457055214724,0,4.3,2.54724137931034,69,39.3760810810811,0.19,0.996625766871166,8.20536144578313,0,115.65,0.31,234.898744407091,-111.2,53.8,0.179512560386473,8.34912418157774,6.918,0,0,0,0,717,1594.14225941423,3250,81,9,-0.097001345359773,1877.38031268493,6.97350069735007,1394.70013947001,15.3417015341702,8.36820083682008,0,0.624629737420906,1187.10990237099,3637.70225810391,0,583286.948227077,0.133511348464619,0,4.70013947001395,122.873082287308,3.71920037192004,108.337517433752,25,1.41884610516129,1576.68641891892,66.2676774193548,104,10590.2111111111,4.80584795321637,3.22445859872611,40.343949044586,1060.54,127.92,1188.46,45.1656050955414,0,4.59693333333333,14.9130322580645,13.036936416185,4.4,0,0,133,25.2959731543624,0,16.9328859060403,64,0,0,91.0238414634146,25.332323943662,100,70,-0.617032258064516,37.2755101651497,8,77.7750165173611,2.35255748219818,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,51.5705555555556,21.8405555555556,60.7167630057803,87.5838150289017,67.4219653179191,69.7514450867052,86.635838150289,83.5086705202312,85.1734104046243,71.3236994219653,76.4682080924856,71.9239766081871
"92","Saint Kitts and Nevis",45.65,22.76,44.31875,16731.0132727273,13.5706060606061,7.94425925925926,0,6.56508379888268,2572,365.719382022472,0,2,99,96,0,0.03,27.1595973154362,2.31398692810458,2.02892617449664,4.3,0,41.93,-0.6,2.14,2.54724137931034,24,39.3760810810811,2,0.996625766871166,2.43,0,366.078314606742,2.43,343.242240578675,-63.6,60.2,77.6058665786044,52.5772330687518,5.01,0,0,0,0,261,517.241379310345,2100,1156,4,0.0625636485657644,1877.38031268493,88.1226053639847,5518.2432458196,0,22.9885057471264,0,0.624629737420906,1207.53409961686,3637.70225810391,0,3130180.18394649,0.498084291187739,595771.316475096,17.8193832454895,148.490421455939,657.701573397486,139.292120238554,39,1.41884610516129,1576.68641891892,66.2676774193548,106,7,44.2,0.27,5,276.68,0,276.68,45.1656050955414,0,4.59693333333333,14.9130322580645,50,0.51,49.49,0,32,25.2959731543624,0,16.9328859060403,99,0.1,0,100,25.332323943662,100,30.4293333333333,-0.617032258064516,37.2755101651497,7.37727272727273,77.7750165173611,1.43727774154212,18.1814682352941,27.2730263157895,47.7872340425532,78.0392156862745,56.6761038961039,20.5970138888889,30.8,26.9,0,90,100,75,54,47,23,0,49,74
"93","Republic of Korea",50.13,42.55,0,42.07,9.71,1.14,9.15,0.42,9431.79,187.84,0.66,6,92,100,7.91,0.4,1.25,8.6,11.58,1.54,16.23,112.42,-0.1,1.17,2.43,5,2.86,1.45,1.79,9.86,1.85,187.84,9.12,303.944905060177,-74.6,138.8,111.996292323819,63.1504954836169,10.19,0,0,0,10.128633647321,98730,128.795705459334,0,2744,1,0.0952491499509262,1735.00455788514,3.6468062016144,2278.94257064722,0.162058138357136,0.395016712245518,0,0.881089840980452,6535.72317005976,269492.514939735,0,35863.3759159508,33.3298895978932,0,71.6443229008407,474.465714575104,44.2033829636382,474.465714575104,92,2.3156,5257.5,72.59,90,2287,3.3,2.8,48,98977.42,1157.18,100134.6,0,94.04,22.32,26.53,6.67,0.04,14.6,58.9,-8,9.34,0,0,92,3.6,0.43,100,77.62,0,16.5,-0.17,41.8367346938776,6.9,36.4715,0.912981152754645,19.346,63.3,100,80,81.16,27.95,63.1,23.2,29,32,41,23,96,83,88,92,60,95
"94","Kuwait",45.49,133.98,0,0,90.62,7.94425925925926,0,0.51,21733.3,474.16,0,3,81.4008771929824,67.1454545454545,0,0.36,-0.01,1.05,7.12,7.08,0,43.08,3.5,4.04,8.01,10,0.06,0.18,0.33,23.89,0.08,474.16,21.33,280.793527272727,-11.4,3.4,95.8574876577071,36.9571971444261,15.426,0,0,0,0,17820,68.3501683501684,0,306,3,0.222023143942484,729.405162738496,2.30078563411897,0,0.168350168350168,0.505050505050505,0,0.249719416386083,4.14555555555556,191.919191919192,0,751844.089750502,13.3136924803591,5188.23286195286,35.0799102132435,110.662177328844,4.32098765432099,110.662177328844,57,6.6077,2000,76.55,89,19,26.7,0.74,15,17259.47,0,17259.47,0,0,35,4.76,13.036936416185,0.05,10.47,0,182,100,0,4,80.2409375,0,0,95,21.08,50,0,0,4,1.5,77.7750165173611,3.46523967709311,0.39282,0.3,100,95,97.48,12.28,61.2,1.1,0,4,0,0,29,3,55,10,13,39
"95","Lao People's Democratic Republic",41.07,47.43,95,12.85,0,1.76,0,15,4833.07,47.5,75.71,4.32624113475177,43,24,35.4,1,74.99,0.07,0.11,1.03,0,42.1457055214724,-0.4,4.88,1.09,100,1.35,0.79,0.59,3.98,0,47.5,0.08,147.98308904884,-26.2,46,7.48263502217332,23.3635330291923,8.23519272108843,0,0,0.297734705555556,0,230800,22.0233968804159,0,2747,5,0.07288927129776,3.09792027729636,0.138648180242634,17.3310225303293,0.0346620450606586,0.359618717504333,0,0.09671143847487,510.336666637782,18.4575389948007,0,616860.446235162,0.0558058925476603,1.38844333448873,0.0706195840554593,23.5398613518198,1.09618717504333,139.292120238554,37,0.014284,43.75,53.81,44,936,2.1,3.22445859872611,40.343949044586,230230.75,142.44,230373.19,95,84.77,4.11,18.02,6.15,6.92,0.25,29.22,98,0,0,22,43,18.8,87.48,100,3.32,41.3793103448276,30,-1.16,1.26582278481013,0,0.519958,2.51949127769757,3.6915,54.4,6,60,22.94,24.9,78.3,4.1,84,100,82,100,100,100,100,31,87,98
"96","Lebanon",45.18,44.79,9,168.53,10.02,8.87,0,1.02,10178.77,332.42,4.46,4,100,98,0,0.07,0.88,5.25,8.07,35.09,0.51,139.11,-0.4,3.2,2.37,32,0,1.02,1.07,11.09,0.26,332.42,4.36,181.144111917775,-57.2,7.4,167.719152883213,79.837446365005,13.488,0,0,0,0,10230,73.1182795698925,0,3088,3,0.214369347892693,787.194525904203,3.81231671554252,97.7517106549365,0.879765395894428,1.46627565982405,0,0.620723362658847,506.903225806452,5660.21505376344,0,263260.010432968,8.72825024437928,252.833841642229,95.9255131964809,320.821114369501,66.6666666666667,320.821114369501,74,1.0034,3344.7,70.04,79,323,7.5,0.89,18,10327.78,0,10327.78,9,100,4.55,10.53,0,0,18.08,0,53,84.91,0,3,100,0.7,1.09,96,42.31,33.3333333333333,0.7,-8.11,25,0.5,26.875,1.39009221818897,30.108,3.5,100,89,89.26,27.6,58.4,31.6,7,100,77,51,91,100,75,42,68,100
